order_number,clp_number
678878,728180
722388,336222
343057,403311
946278,449022
753807,699456
660596,864476
272153,314855
679270,705269
501079,948458
236805,693792
663521,358259
397879,414155
571466,666313
330607,395066
492177,335706
776833,295497
627688,371813
119414,528235
192281,433533
870678,469584
720505,326967
737842,577342
421681,166902
892164,278705
746664,809222
227708,430644
772081,192582
241500,588040
995963,889048
921490,431234
861204,512359
109027,515917
117455,427245
699406,416617
585900,209844
190302,303893
871651,435147
296897,607263
952404,830916
962859,382786
192444,315783
954988,343160
997925,901590
358116,408964
103469,640871
632286,752019
318817,385510
690356,859619
530485,983700
639359,930415
410622,268134
627923,316726
900982,737428
720055,864941
115919,184245
412443,153411
865484,515879
691332,654360
185893,578077
982046,125274
805227,409796
609423,449947
926133,876560
215253,982343
145485,701874
805253,957081
242710,110506
898583,461498
160117,410079
247236,354961
366048,895139
963618,693500
249017,576359
546920,755464
482081,853892
165345,748852
903680,192800
995321,108905
736433,813856
712620,179786
176167,126685
445097,263979
666045,161063
543191,923004
623686,417557
662918,617610
825639,861124
348966,891798
273971,150939
211390,425949
289044,200489
729081,975803
526601,972128
177176,547408
733059,293708
439653,289116
328484,267924
453305,218773
786131,432137
225037,236462
573816,895336
678698,637488
922657,861943
124733,735566
568764,666003
636070,179676
202614,623096
637690,884455
628916,378805
975646,943457
677951,273753
646378,621911
738459,571934
518255,529139
323311,158662
750580,552452
158048,362225
486691,160330
698341,979250
371169,927815
898963,752680
329706,342597
751673,518192
695140,358476
342682,145609
655815,697422
279322,527558
757849,610493
167551,135682
678150,180490
927510,488860
117020,586821
670303,324744
572922,489172
199778,306680
809104,844426
865949,923438
810331,109425
805062,951667
683961,860528
557056,393831
198293,677403
655997,883168
572942,352811
511603,727529
203742,216184
166173,481023
665817,192322
260554,892591
911849,233128
409563,970366
282743,408465
883558,930779
218814,847564
416541,256631
745667,164711
848024,459093
673179,794118
834058,696809
305906,375789
689543,541850
116930,552109
128362,790640
617823,235331
349222,987248
595088,611016
567696,958779
289974,266825
241702,766533
290178,921358
668081,110445
942872,793813
558055,299143
554862,247087
930471,573888
123097,885394
474015,292145
149307,143557
308774,185286
381360,514556
571120,516551
463331,690206
658498,360266
743888,290748
406078,966060
529024,149971
726516,442372
909709,313723
510031,605590
800555,462138
329729,311520
369837,475080
135622,152222
529051,424990
628430,777508
507233,323827
394799,281207
477961,244876
809463,768268
798482,775868
726711,387724
941457,247369
206120,697669
558563,448412
466911,175315
826337,648206
957914,724170
548973,411906
521082,636530
954176,521294
544636,913240
610094,145410
967751,212078
585814,657437
734240,786611
926560,690148
122885,855189
773115,711750
139303,812804
602807,202396
479267,560230
379313,522098
299921,213672
612655,764111
451066,573265
533174,698363
323489,406868
424727,504328
764518,643047
730077,863070
735013,892582
849028,974073
256960,817049
653798,301440
305532,656948
774651,902399
492961,963366
411469,553083
215408,508001
436774,162880
987482,712504
781819,180637
707640,539032
801723,482846
932087,955741
139037,692971
291508,729188
465313,272186
471448,753123
551743,534565
591467,915260
101568,622383
831145,597320
210646,634464
270105,754972
261487,402011
451418,633452
373187,940381
425133,209763
316521,149807
912286,212425
652814,353251
387513,833180
510553,682814
968204,663195
186012,391730
203604,473459
839132,990424
718401,907709
937488,286676
309111,738864
453869,689277
983203,482497
106830,848419
639597,617832
622217,284733
900362,859760
935134,738956
788530,317521
808782,298277
656356,922254
268802,934548
694241,759576
743969,977437
207291,309845
595031,187860
911356,833744
861351,988622
467103,893672
460769,162838
323981,329166
845027,483803
665601,426067
948019,916774
540080,532588
546664,328661
675225,963866
716479,491236
674329,893781
523107,374291
178216,932297
434317,585153
998576,295769
356909,818966
135775,836987
712704,499963
767602,805244
256448,793623
634960,191575
293096,646819
167762,744507
716306,455174
391951,143234
475830,264669
106894,424460
832467,728788
822562,942284
925056,859528
242453,483384
798665,215457
202366,989914
361061,236316
906379,572072
509463,196567
212283,690946
986628,925598
852450,693627
714687,602720
394515,630058
221849,228886
835965,374985
243735,267263
893995,436987
550722,231524
285010,574971
689664,922939
972821,597502
706948,712788
581522,819926
141993,694953
744709,489794
171234,917679
140766,395762
665711,955606
770823,745171
125762,660707
621281,938812
427398,976551
434886,520273
581237,760193
725404,359640
133405,547259
408692,134911
701852,440511
259544,192977
820326,638805
573845,850337
464991,163232
720103,875475
274163,167248
727144,846551
300657,428961
745483,291516
976561,840455
241006,841484
887190,763617
937331,954827
225652,879091
254044,177905
823972,713195
396628,853158
649125,795517
226453,912527
366377,478631
605468,403828
803409,299843
270720,162448
473280,274194
396100,977963
839165,939875
961756,833988
941169,757157
646061,672372
412955,369784
532584,532766
481945,480774
279070,339168
860660,584675
675842,772793
564402,442017
816021,230535
352658,109130
980548,657444
925623,828359
358469,739166
517265,264541
877717,558272
178232,510541
909887,844777
667010,847564
365824,536492
306209,935936
370401,841440
459577,709763
547118,784729
491807,160052
219041,191660
698399,863226
795429,997563
464375,188170
973773,986373
384294,920745
740919,244564
122917,395448
391521,885132
520922,529959
141261,993093
154717,902576
866048,124421
132311,909160
961016,945694
491500,363975
395369,338109
471174,520945
176015,251380
303319,165088
351611,237734
567722,407727
902241,506114
883430,180522
489528,504239
295617,278013
633517,572538
799636,280480
374147,886225
435501,934903
923198,401103
397133,122156
421643,564235
545421,968462
873457,476290
299683,742359
197503,350409
382059,948388
436162,451309
182722,233209
367116,445431
241724,212726
405461,618223
209085,698961
325978,395454
516660,144552
683544,294155
776352,235254
401654,586561
799431,582305
333549,463666
241302,637038
633642,699309
423606,616846
500279,886491
711785,301177
646169,230595
558224,697566
385281,877297
191518,835196
238431,745057
140011,575144
363801,891112
841315,788810
126609,957159
483827,268029
259709,625969
891627,782844
109626,470516
693389,340514
182993,966437
664282,836226
574807,704790
986363,587035
135129,631789
392033,335384
347360,957747
123384,808656
549781,909476
666460,797923
378133,417156
100753,415458
590135,790240
407200,549827
188870,530896
432440,158335
852152,819722
572697,777663
673377,445607
608733,613370
109377,490813
894487,123777
928249,148352
527383,711482
782340,456633
490103,710213
697250,189453
663016,348759
672097,333140
109589,901832
600527,397013
962784,275581
785893,351492
620581,721510
781689,883634
361537,153136
752156,180640
309180,145714
718451,212409
929229,636420
507883,697365
639428,548473
110135,884151
264430,258561
808374,368831
405803,878189
911828,876769
142269,487047
993627,335865
106336,519423
706910,588884
159138,644849
709773,225101
722630,433064
855309,813123
908637,549467
827726,411512
343311,501186
178504,665616
618466,907183
568665,470083
500406,781620
157595,487957
186393,434933
520975,738040
932681,250975
452360,364026
934713,510978
160943,266975
387885,656719
287091,230196
563379,604458
878272,698123
530418,965678
328875,806663
998991,954889
448379,374106
576208,129477
111004,582398
341920,182625
496268,958691
889533,744117
872200,384089
305817,308653
514503,960997
323345,916800
900361,462019
794831,218948
585552,865298
460545,462135
209356,734306
370870,774325
332070,798851
469726,404161
925503,775531
818776,823167
940330,262108
580408,497244
257647,922094
854608,356544
724183,792467
118601,134258
964747,725603
158281,214138
968245,895992
145174,302741
463476,338817
490138,719220
582095,120072
318362,301491
792387,525169
217115,301494
220728,726815
888097,249396
849011,160313
270099,833454
360364,419809
753904,157037
858476,680344
869291,916566
480194,558847
750406,566930
392731,797303
973610,321113
552735,312005
237167,918011
660610,477243
757015,681192
168849,591674
238175,590206
783873,792009
330541,703724
329079,901163
999374,243805
507264,413300
636175,315809
259851,659764
302266,540545
443694,445967
129376,163908
533358,495104
139687,898650
587173,882228
130659,899199
592464,527363
989178,710976
594238,503021
511591,340724
748113,808200
215464,133603
908905,678843
403997,843507
666113,846626
887209,706493
781432,757547
603909,736513
690375,103427
988667,407138
519642,171849
214804,827798
935026,993549
574797,857529
599364,130403
905636,332874
497580,626234
338930,358714
756508,641528
551622,900422
676775,372559
712990,679006
129615,494781
262177,569798
257544,123389
815578,323192
437323,709069
430011,299827
157101,443787
805049,602479
281492,369117
353472,667012
655769,801765
377499,602978
490366,997879
816574,627369
117335,211324
446101,529203
161246,247495
962551,290537
649439,913683
582426,896409
683598,581765
896001,334736
197696,781330
833009,565787
770001,911811
848564,497734
665604,239494
677838,239829
782002,970942
604167,215755
627211,963748
223527,710998
743861,629055
488937,876821
845507,505066
363481,983067
399615,890838
786364,989241
863643,223895
591784,137029
547446,908215
936737,936173
138571,913656
859060,312228
481803,221648
936694,527603
894079,701201
400472,285498
418517,308513
517911,705043
369495,967353
906645,906660
266465,860707
550910,478731
745369,254203
607478,932876
312557,556027
293982,262398
417738,116166
594621,399620
604375,767994
842044,428043
759280,670556
296092,982007
529716,217360
161207,242635
532088,611358
523045,694799
213383,136078
531788,128203
168607,127769
746906,465802
872801,456056
573600,315095
958900,450028
394787,412881
783089,916695
159261,228563
869506,782711
786401,542474
290890,176746
382298,943925
341000,345697
726882,499569
170727,763847
357552,947670
872525,107608
107004,930996
964989,132225
446791,377865
739067,864317
598619,324461
576238,820611
489882,502215
118211,902610
574385,779173
946761,268270
459528,935227
494452,350079
967903,704124
975736,721422
505730,188699
362132,617250
797312,327912
377321,398803
135876,289640
493379,980403
585849,887257
686645,875333
728538,938493
158001,776905
313797,911276
159892,802709
876189,659030
106432,520648
142198,380117
437911,731943
439395,424956
295302,294028
363799,280932
369800,352835
365319,713305
310759,670427
733570,581060
525310,561834
946877,618819
363779,703382
965945,363146
645172,123685
361355,431062
743681,718794
109066,576483
129003,215359
356966,265119
282824,438247
914979,572619
244756,988860
928539,531299
353420,364797
279153,423442
994029,227266
644725,160233
673760,421346
451694,105587
539335,931849
769522,450801
805207,658115
831416,389305
702252,116616
651913,998829
880280,702508
498692,780625
564118,490802
497474,800842
191924,971198
884100,300305
874088,636072
723034,231571
439877,415912
102171,202395
512485,236254
284683,944737
385095,965318
143281,323630
533823,891323
115988,227119
759511,896517
126326,882752
642201,149854
993351,282625
639713,998306
134598,805726
684256,281043
798506,594224
466184,741091
979842,621769
486478,168505
832439,867224
604458,509257
174624,321360
415567,869125
219708,975007
741211,982008
963939,326649
117924,418481
179781,561506
955297,631734
249898,635445
952007,899611
245110,148106
101821,408647
603503,169502
694500,690504
595168,429908
143300,213920
373743,726465
442120,794034
595259,942532
480872,130051
293462,257231
885036,465288
519620,398640
292366,358581
723435,391516
955984,228691
675940,325588
358849,315821
248840,318523
554901,946024
904256,978624
311355,852549
242417,616726
237415,450113
590419,928403
687833,499454
328680,645737
147553,903463
772228,659851
994346,293067
782007,351811
265345,277104
218158,231720
427442,327666
167922,493031
973942,847384
298559,667324
878133,534414
904064,847969
481499,256736
730583,690736
346213,926495
430623,903657
151871,479027
630696,607148
442996,649152
977353,310275
436327,378126
475318,684098
363759,911367
450107,729692
516125,903210
521011,583946
149048,800415
406802,794180
112014,456684
877985,165450
161894,451008
839256,219471
697737,421424
629959,642344
134367,102735
667033,289220
141863,472051
590528,434454
521950,618599
148172,485959
319537,111047
139249,609263
372960,180792
416510,315668
597596,212482
513738,508047
576541,766400
804199,175864
395975,328877
740291,182834
310533,134866
533190,789482
334043,807601
477592,792068
200540,123740
413227,825017
508485,168557
515967,263960
281596,684477
949499,407673
542743,274097
790113,717634
179408,571360
331151,966554
818907,668755
888098,961231
111957,719931
581960,374383
883916,664983
835413,121635
712688,458433
519261,777061
868270,312604
199821,361320
825934,750098
927125,869551
221321,520852
622650,122849
408827,379085
105264,661262
843739,477869
116665,792931
762842,433932
552185,625676
498595,317462
954971,187051
115809,290913
809784,987465
963271,573908
993695,418505
105834,681494
451614,880716
822377,239064
504323,249648
503442,844284
102775,895925
570629,140026
693022,173581
764072,335238
388094,542903
682906,456951
701320,399129
861848,295043
877662,418641
825705,958709
621584,570771
272170,732127
886547,142270
115170,467986
748666,727889
852434,841951
129851,214080
883036,443238
376901,612162
285273,442316
643669,244474
299877,722780
156194,491535
720660,336487
621136,613699
938326,343216
927970,728089
122825,919889
182798,603617
611685,713860
336196,774286
355289,177326
785577,450482
371593,199233
286100,783037
435033,136183
333954,225271
361447,475251
691319,719336
721324,225970
517726,905665
116586,465701
798151,866169
432188,376970
515157,935616
155336,132258
309006,921890
910051,451039
761438,129817
648205,880758
177068,655350
827795,675616
893543,442305
889515,168319
655545,229953
519755,808975
640065,372073
952353,871817
485951,790958
899140,189834
237165,348256
719083,806936
141791,336353
784888,471256
802709,975151
391402,845840
874174,221241
172780,909558
271990,157014
445070,674782
216052,403269
126936,475521
143374,772447
866338,998825
497297,751347
119472,637326
117070,775879
568760,694403
474320,526783
631574,160324
608401,545595
171716,235987
134988,371453
786036,875487
167571,460936
872182,121730
486665,997563
715438,502555
650207,774238
651844,737635
812429,201762
362782,425298
853639,259705
500662,381378
391827,997010
961266,245893
225918,309215
179382,368004
387368,336626
947337,137864
745455,353166
452290,578600
271626,589198
639008,743646
144620,875329
173269,911762
428295,831881
798751,968285
148667,359691
679532,122763
619414,205877
525771,139406
645507,164165
992025,587783
245868,345419
222225,943219
190560,389262
289436,571930
243783,568025
385740,511455
902671,100609
342507,503286
959553,282903
707071,596763
646518,316240
228529,439509
738089,238902
181355,902475
527008,372997
647434,483065
417315,967975
975485,118085
830038,327046
393670,407699
753764,934195
991544,116888
291778,497977
369518,156612
259188,792243
379758,738637
607187,800947
426174,410653
159803,480260
643455,542630
790343,863515
998424,592250
860629,906993
804997,635841
349304,897394
360647,449568
271176,779894
383802,458575
524780,219922
762198,723674
739032,219073
935349,486929
802611,565650
504020,169604
634314,367949
569587,209315
116717,518774
248497,676028
473302,986515
237483,360154
983073,974229
503571,831247
824768,503209
575577,485285
719769,970461
142281,835638
422099,623713
504304,511442
970183,423036
581254,728174
253748,152385
316489,841188
983089,913771
804393,494859
154548,699489
927341,887474
633524,137167
529539,258557
336061,243749
794900,958248
606744,474842
237906,805604
394250,105675
180287,397514
584065,911796
197183,137686
458394,579047
545332,686296
229104,632756
895787,786649
541914,689731
620699,785141
868710,985146
983013,646338
285228,299287
733477,646905
394918,498643
481495,461719
278084,514017
644301,122598
181831,455738
580829,636732
948878,595947
793894,490655
922559,785564
840754,529339
708061,345503
187511,726428
295984,311736
158170,207636
221962,323278
618834,207649
326258,333625
185217,225903
532044,650907
748658,461413
788324,789541
106406,972398
161752,405044
131119,142879
176107,774878
242197,597408
255361,302405
979583,645560
345287,168027
758925,255604
338219,668076
328888,592557
533013,847950
447287,831918
879673,545838
139749,725636
566484,523491
104034,168320
850919,489189
281437,603292
108053,765968
354941,126083
312667,599879
419687,515476
963734,296855
657709,414508
736019,233265
387112,888036
512141,253925
392068,918673
426877,795034
484800,840379
301996,679026
165532,589780
716208,461392
853992,482533
641072,957318
215748,591511
557856,923163
574721,468114
922769,190634
228654,841896
856573,107095
906415,472970
624809,443270
682334,802456
523510,415174
262868,341076
188159,364824
852223,320221
582230,776543
555316,920232
489847,788492
497584,387861
113305,218842
976347,416183
636054,718105
825881,757776
422983,317888
198142,857218
190887,981052
782800,446377
887142,890561
956851,765575
644727,788579
250298,810839
953389,846738
323617,157662
779789,644436
211550,581434
409101,337394
821612,432989
837880,497121
920072,305803
863161,123529
209819,148509
964494,837513
729386,103135
415708,300129
615743,359977
775367,265445
696081,932622
734480,764579
200212,206481
828606,406203
237625,594598
814116,181383
578075,665562
536111,441605
965305,770369
668035,306547
185059,329433
915548,857395
878337,109352
419151,614090
493359,800256
603090,575882
492637,557876
647429,349982
762441,221823
655171,638583
211091,791705
218722,355068
166659,893172
755181,935456
906632,557416
706971,619843
626569,782918
346530,821288
949865,459616
584445,708606
730495,931132
704498,690115
521072,921241
407222,572102
365454,293676
385926,677054
512143,575002
735447,536253
167886,438504
845521,462395
994999,282828
217360,795754
720400,991959
229266,455891
433400,570704
289481,410841
516065,202200
831312,293132
491116,582996
718719,794893
247596,115592
517657,799151
848717,964218
566166,156515
641123,885371
179722,880417
537385,508069
506561,976410
557131,681434
260522,635941
748056,462060
668990,849497
346144,574932
618065,470346
480685,451397
718483,716569
344688,570253
549733,532313
157999,963598
796243,287057
555140,402005
593911,525052
440755,829461
330435,364097
692472,745549
286581,938999
597271,979782
667583,669019
556902,629902
722638,647389
194019,781065
251925,852408
125472,851533
116625,684190
207725,563976
898997,361391
634866,825544
493357,992060
308201,659456
344859,510050
552319,919934
249209,352963
537636,455670
283931,996692
578467,229971
956346,968163
430279,627156
633352,253746
892669,619199
369408,246867
871215,826075
734283,549306
109095,836399
223290,739099
285613,612237
504446,405597
605672,861750
957630,372623
375897,295752
908649,807302
320048,152042
561858,832971
235450,830192
563605,818117
484241,698870
654880,572900
758026,151227
592725,901919
218560,320797
513106,391064
378911,418692
873388,464364
855651,852859
242474,723525
900251,493903
207225,317220
654305,387786
583186,407652
986523,524183
414192,976652
581723,130169
799596,353033
186497,149164
903483,590491
585565,399475
427692,810587
571863,408987
956046,355453
490897,867786
123951,585666
770095,441918
956086,226248
101624,474745
764394,360932
323293,410296
768639,263397
253772,207202
933650,180566
348371,833508
917445,158109
707044,131636
836798,737389
111030,445787
586747,461982
664582,868468
959932,652025
938162,212619
992268,698775
113826,182436
980089,263647
146863,768105
231599,159769
369065,589741
773407,400269
429405,122467
236163,676773
168228,745822
904360,125888
233507,888416
351607,955915
355539,123508
503808,143092
552722,164456
506895,711637
380466,548691
181919,724895
610757,237528
727497,897473
293001,821748
920645,514860
140873,127467
757490,206698
423766,245819
233218,691407
900729,756593
930639,188203
340795,499525
781978,413068
476066,176948
278342,217541
683449,880209
461241,551896
772302,400518
912896,789655
136905,947233
830941,250854
583953,192628
560886,408094
702515,373904
854678,329540
765801,145268
430141,178959
402092,345108
973224,205900
661557,997508
698166,854614
716377,812650
381713,408677
139916,688850
914491,279404
225193,749720
491741,133119
849573,942442
545046,428248
590901,459948
839612,468581
451557,826105
800334,860942
833404,104281
762477,570821
325700,233052
245055,910530
756542,159473
512452,903184
507822,238275
503184,520515
418025,645774
664625,929540
737736,620357
715156,118774
424822,389504
348986,306528
478885,463398
834737,359483
743558,383175
238587,468280
947710,662479
418642,879769
695653,411396
897075,643666
566087,703652
707261,805835
963989,112213
249282,666580
677526,940926
851052,114188
166597,871412
895599,140987
489047,834540
422826,544735
782497,147022
511598,646406
417864,822799
402855,768879
282653,757556
424696,823383
465462,960608
731471,684009
829034,429816
515572,476710
722467,174913
248369,601277
715867,328402
552694,343879
378370,187344
471143,297948
253225,653369
235693,905838
703811,951551
432912,612281
200797,888636
657218,822301
227732,800951
450941,823678
958012,156014
486834,530375
790089,332052
298440,274348
228327,588805
109078,483973
935849,114580
344129,968668
429145,607664
843968,758715
149525,973834
842917,501987
980560,217281
125104,795975
107979,574552
208569,802260
317231,278557
765878,825755
887718,880036
633079,389593
852963,893102
364307,524633
478079,186438
827429,914117
525601,608075
951646,911361
944220,316412
851076,475482
399265,704094
483658,468506
588766,984497
155962,529598
616919,181678
585047,454965
472611,571182
237979,683129
959403,534473
903321,934743
381389,797055
400609,675119
319771,150109
264672,950374
744872,318397
893798,479729
570273,299902
721061,886514
809370,405127
865120,597499
282336,437101
767067,715244
510977,725299
557808,661622
118479,571233
776057,269663
894475,100215
408190,810796
429099,260672
458571,890852
309738,213902
106736,140974
479777,950966
956931,924606
247231,585376
175105,168840
648519,279199
156074,207114
495437,946742
163977,492595
280824,587254
641805,801917
178826,670109
531492,881585
790456,277109
787579,488266
564443,304220
642878,163136
223596,605428
711351,178588
737954,454982
984400,888376
161107,900239
982079,740790
930347,390408
487336,666189
733564,920615
539410,963248
774269,987143
232926,573447
203536,413990
705575,773826
153928,814057
672380,285149
835181,221844
845805,618047
988043,523730
632824,407317
469612,148289
325193,460242
614202,228092
479033,916218
974387,138349
422551,190991
478643,452397
771702,388006
206487,166290
492447,408253
447983,344086
912532,953192
179869,678633
619960,958945
710571,246003
443008,403675
993100,319517
182365,325695
531923,678955
933922,734346
223107,511018
570458,617912
911982,777951
458108,694519
118129,774459
592564,419626
405260,405915
910805,143180
857399,968297
398645,347973
671074,314699
502263,595645
215550,159372
128864,187862
951425,313749
157313,224315
891896,738153
380845,338673
733817,467251
956646,532425
856237,251103
193941,360056
637137,350220
564872,213291
790652,380684
327972,827911
157489,584265
904245,349096
797168,152583
903386,232928
800113,901341
738243,826853
793976,913791
347240,862429
412563,765625
392560,300265
909796,661131
691606,592280
458696,577539
619373,162565
353953,800110
495286,727175
849712,279976
500173,212213
971933,146363
224740,872544
910683,444505
216142,310166
468510,583317
761195,556552
669121,677525
620313,287795
919373,151762
992952,525592
354197,151097
762132,866485
121003,112812
259533,101973
647767,112316
219296,866128
553633,168538
335495,602493
235863,669742
646418,105819
115467,868769
150241,316314
482543,120504
150680,166269
458765,122945
558886,465534
960393,379387
126275,673412
184135,364743
106588,827933
619877,377622
936044,219474
140313,228971
788051,611438
551848,604137
918728,306818
925813,190996
533290,832552
511660,211528
381454,401959
134711,661476
607463,212129
985570,910167
799009,200376
212734,172921
910690,658028
710063,900983
203438,652281
775090,224819
703204,619244
646939,327228
186805,787590
749097,504477
139905,810055
136844,400509
950935,899940
690552,380250
742264,447224
619244,308588
927358,497734
279068,502485
334319,357407
222291,955614
740853,906820
926619,968823
445545,475041
591707,353829
352804,659499
264509,348947
862596,927077
376556,370053
803110,435718
634457,280971
885390,956817
236844,966628
176507,718228
630390,914159
697031,591266
309219,521309
453645,782187
175303,880778
112931,208485
400038,455422
624325,873649
575749,332982
213011,788422
884004,161712
151075,410946
444491,484477
545227,858851
630553,908368
794549,676328
933557,142187
523116,946806
519591,647595
591847,790449
161950,145480
779729,813668
264106,936463
911949,619436
531247,774605
309319,431841
101386,801388
530738,830754
316551,626619
151087,357171
367798,838889
183603,506938
499951,580788
925389,322123
147269,765940
394181,960355
115924,694049
463023,553312
255361,435725
626754,855711
692473,733966
866942,345365
380201,413591
535687,921897
516331,512644
746950,931191
861273,841202
347964,734491
810036,886692
632564,130352
858249,632689
396056,438567
827884,875364
297931,391974
984761,430111
505524,828850
136825,869790
325270,652066
900780,816231
612690,332148
799478,821596
829716,729578
154411,869191
893904,591711
382466,735657
127827,232918
309146,760886
323648,300831
899545,832915
247942,447216
320419,914187
522761,459410
673150,671581
671761,270691
613692,288429
513566,585781
948317,314008
293615,639476
561745,616534
768016,810828
987033,769368
961894,465542
654176,746422
752942,879213
254089,944591
850240,694639
623310,617645
379469,435712
675288,752378
740386,737260
464571,206160
539215,498192
528767,243273
739138,208710
128747,111805
946897,641092
964444,697707
834275,711001
828168,224616
253375,496069
177457,512745
570333,620126
306847,953697
945451,276752
960619,513629
423007,258262
970867,952157
536218,426402
575734,394422
935452,151457
712608,470348
776499,574900
754797,591271
646762,832683
559573,693137
932768,908113
973612,743015
731104,249691
972685,282581
877257,137913
855911,846483
339055,752457
156844,434007
749718,705296
854652,672827
839674,258377
244515,427181
427982,512457
450217,143900
244670,250328
743487,747808
994398,771241
933802,196877
915369,580025
546432,135320
492659,247006
661013,875374
308645,796052
726645,297434
679071,447920
893501,903661
267781,793345
800248,926788
877460,219427
968739,314741
524787,449974
697319,651679
978686,455259
542669,306667
980461,688670
268162,552163
844340,103891
460832,610980
978936,941072
291733,605246
151371,282783
328184,325743
492355,943428
590522,448405
804390,877865
387591,837177
555270,393883
562665,792385
404255,854533
769669,838605
635631,716976
271931,393142
154157,527173
171818,366825
844186,790555
826358,198406
747617,418890
652089,513991
139467,388940
880623,514088
595888,193562
672837,714715
430876,589067
572478,203506
975943,114204
194667,421074
396911,401313
632063,148395
267527,820613
755582,627647
233905,698635
520557,155500
996098,910515
420613,995037
641668,306400
182546,817004
795623,977766
348688,726243
432168,740503
616446,733334
582580,521169
100908,531463
345025,177816
241214,242582
455315,937860
675498,352984
808198,853909
141594,710302
239962,272401
430343,310126
386061,145893
495697,331542
865968,310345
546961,681278
870163,103761
155102,763924
764694,573798
159058,253494
233291,314031
837112,921673
947410,554012
779206,203423
207007,569915
859662,936955
249078,213877
458332,703111
372967,569700
126638,400921
803105,851784
159048,232865
542318,439894
910456,374215
814943,944216
645938,171081
760610,675922
856456,304457
887041,543111
525601,380597
192799,126770
855614,241845
616900,900910
214142,841599
616524,508317
413547,623620
713688,897324
218088,907405
955260,258751
394511,420617
325913,777135
135321,379694
476494,751537
146719,344755
833672,205595
677623,520550
666570,758830
602969,370027
128829,346556
553503,199657
136172,160471
289703,206220
214838,213381
124522,496585
159516,799626
126213,966814
824865,124939
797055,449411
740733,249337
568302,203479
881042,879284
525543,789622
520167,515515
609412,481545
356634,340916
529105,110310
208877,895983
207031,626981
859248,284460
761427,657000
292979,148516
284767,878617
523550,660462
364936,834811
894328,206432
220384,824681
689991,494100
767034,659042
666481,570502
852059,890158
113465,170089
540706,648765
783983,826304
704950,278109
754251,144770
158395,562746
476734,169658
946573,212516
833594,208292
939831,845334
781516,813954
290786,869818
906208,706134
815182,172804
333534,841912
726347,724877
970122,154151
575244,763425
390236,817247
960628,370041
334847,763409
141746,609572
369057,149246
520505,119476
447582,801845
223536,674474
704801,797556
124467,599514
123477,682975
964208,954673
295323,773608
341286,199741
215546,161491
247763,421343
922805,489068
447502,658266
794778,162601
469747,727625
365233,636689
175208,606056
854596,556934
504640,951830
560488,724213
535933,516402
460575,686761
702392,871420
780769,411123
464813,562316
155053,130738
278951,379633
852283,819756
599412,860693
688984,462912
864430,365070
630242,495502
228974,744869
785956,725935
129692,142348
927129,140285
995791,812408
693025,104820
169488,355002
695532,368144
932220,697794
188192,121101
114010,277154
360941,357211
184101,646792
138275,714404
891366,909268
317847,734018
110198,206245
379261,631965
163277,338256
972140,546157
636035,944144
874317,936599
989290,415783
258591,575300
268944,907565
788790,380606
858995,333377
796560,197164
640573,337836
267496,259658
107800,963117
542715,930119
143728,868228
437155,756465
356104,143002
564127,869315
273123,605957
866585,634418
437503,299024
722484,372087
223210,931813
779803,371137
486116,795231
918089,913036
689594,979643
843256,722675
417411,679774
428968,979433
144987,363707
208135,102203
638085,235637
321036,170227
421991,839375
396461,597083
155732,345704
551909,321583
999826,799819
294735,837140
105701,720697
304011,150665
216345,332322
649150,892711
624114,474811
353468,991565
681183,247961
233474,930296
839896,140283
755368,849125
846717,935123
483915,407604
201496,645642
523543,361342
355862,606279
630870,168477
724986,552906
490014,811107
846145,324410
316523,263968
528386,287375
265895,866056
412911,936632
961184,229976
830939,439096
131736,846406
832968,120616
926131,679047
305089,505115
415961,921556
998489,611953
233990,514422
391987,652384
242671,483986
317537,977137
639374,889013
383574,147170
404375,447590
710713,515013
497083,360960
159545,386866
429775,859279
364072,422907
856637,506047
836001,503227
971092,867472
903566,129675
346230,469768
499025,325820
117749,802685
135011,861887
303420,916635
688749,954052
613463,959140
656706,109553
490760,643761
313529,561970
787580,346112
334591,302929
409388,487177
805129,281198
654670,184376
434065,856603
614973,449520
493746,559174
322961,436412
223713,154459
267192,796827
755410,989057
662111,361036
516781,700672
841581,727480
237850,197255
911350,442278
455122,451354
908154,825883
582061,159003
464359,965446
785623,376501
955319,526966
252752,542765
674108,745196
513458,399108
314342,877841
672227,111874
696172,238655
425919,620482
201774,206190
877327,759576
944996,484320
132375,177856
575772,383304
529801,861440
207461,866320
859687,856229
771190,368945
684196,737272
291461,271431
247264,678490
878395,343858
701706,671562
417344,525410
934687,634790
923676,773891
367737,917222
742984,843043
970440,104910
641334,317833
246439,221937
254955,934235
464164,948677
534639,178143
123534,587100
591795,775770
272291,246810
665533,153762
419635,514323
469039,629692
205019,412656
217564,508964
134982,547001
614011,319338
309329,555041
104895,405647
334222,208361
607673,781848
367323,822005
237927,333758
548928,710945
131739,901874
573007,593016
516611,207971
588477,839612
428554,446776
449552,571390
833362,143023
410539,612597
723347,878106
269157,839973
934152,743455
558758,169758
674116,665090
978881,593061
151492,974519
874565,317653
632490,207567
179451,702446
935041,968273
633450,977106
217945,257177
220097,532369
438858,106849
561256,276634
413421,984953
490462,651567
966141,719506
953276,861407
896314,251831
904876,731046
828581,159043
892427,277898
760091,147609
707605,561669
339569,394360
447668,592851
857073,789306
953720,914117
